"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Quanah","Quanah","TX","Texas","48197","Hardeman","34.2954","-99.7429","2529","2529","280","polygon","True","America/Chicago","79252","1840020530"
"Canyon Valley","Canyon Valley","TX","Texas","48107","Crosby","33.4012","-101.3351","","","0.0","point","False","America/Chicago","79356","1840032791"
"Burris","Burris","TX","Texas","48303","Lubbock","33.5248","-101.7796","","","87.9","point","False","America/Chicago","79404","1840036811"
"Valley Mills","Valley Mills","TX","Texas","48035","Bosque","31.6583","-97.4716","1189","1189","605","polygon","True","America/Chicago","76689","1840022123"
"Reno","Reno","TX","Texas","48277","Lamar","33.6659","-95.4768","3300","3300","310","polygon","True","America/Chicago","75462","1840020592"
"Carlton","Carlton","TX","Texas","48193","Hamilton","31.9182","-98.1720","","","76.9","point","False","America/Chicago","76436","1840036193"
"Siesta Acres","Siesta Acres","TX","Texas","48323","Maverick","28.7564","-100.4910","","","681.9","polygon","False","America/Chicago","78852","1840037144"
"Richland","Richland","TX","Texas","48349","Navarro","31.9176","-96.4265","267","267","68","polygon","True","America/Chicago","76681","1840022120"
"Bloomburg","Bloomburg","TX","Texas","48067","Cass","33.1378","-94.0591","397","397","152","polygon","True","America/Chicago","75556","1840022032"
"Lesley","Lesley","TX","Texas","48191","Hall","34.6770","-100.8160","","","4.0","point","False","America/Chicago","79239","1840036487"
"Winnsboro","Winnsboro","TX","Texas","48499","Wood","32.9557","-95.2909","3298.0","3329","343","polygon","True","America/Chicago","75494","1840022037"
"Graford","Graford","TX","Texas","48363","Palo Pinto","32.9374","-98.2475","601","601","323","polygon","True","America/Chicago","76449","1840020688"
"Santa Rosa","Santa Rosa","TX","Texas","48061","Cameron","26.2561","-97.8253","2807","2807","1404","polygon","True","America/Chicago","78593","1840023167"
"Thompsonville","Thompsonville","TX","Texas","48247","Jim Hogg","27.2600","-98.7847","","","0.1","polygon","False","America/Chicago","78361","1840036772"
"Megargel","Megargel","TX","Texas","48009","Archer","33.4535","-98.9298","193","193","122","polygon","True","America/Chicago","76370","1840022942"
"Royston","Royston","TX","Texas","48151","Fisher","32.8118","-100.2984","","","0.7","point","False","America/Chicago","79543","1840032706"
"Retta","Retta","TX","Texas","48439","Tarrant","32.5524","-97.2356","","","112.7","point","False","America/Chicago","76028","1840036751"
"Santa Clara","Santa Clara","TX","Texas","48187","Guadalupe","29.5910","-98.1615","741","741","132","polygon","True","America/Chicago","78124","1840022212"
"Prosper","Prosper","TX","Texas","48085","Collin","33.2394","-96.8088","20312","20312","312","polygon","True","America/Chicago","75078","1840022019"
"Ransom Canyon","Ransom Canyon","TX","Texas","48303","Lubbock","33.5303","-101.6838","1123","1123","552","polygon","True","America/Chicago","79366","1840021984"
"Log Cabin","Log Cabin","TX","Texas","48213","Henderson","32.2231","-96.0222","747","747","275","polygon","True","America/Chicago","75148","1840020773"
"Hideaway","Hideaway","TX","Texas","48423","Smith","32.4890","-95.4578","3127","3127","584","polygon","True","America/Chicago","75771","1840020741"
"Margaret","Margaret","TX","Texas","48155","Foard","34.0495","-99.6512","","","13.0","point","False","America/Chicago","79227","1840022620"
"Marysville","Marysville","TX","Texas","48097","Cooke","33.7707","-97.3342","","","1.2","point","False","America/Chicago","76252","1840036974"
"Newcastle","Newcastle","TX","Texas","48503","Young","33.1951","-98.7436","565","565","121","polygon","True","America/Chicago","76372","1840020669"
"Gause","Gause","TX","Texas","48331","Milam","30.7852","-96.7214","","","94.7","point","False","America/Chicago","77857","1840036448"
"Crane","Crane","TX","Texas","48103","Crane","31.3919","-102.3503","4250.0","3647","1361","polygon","True","America/Chicago","79731","1840019542"
"Sulphur Bluff","Sulphur Bluff","TX","Texas","48223","Hopkins","33.3326","-95.3983","","","39.3","point","False","America/Chicago","75481","1840036585"
"Hitchcock","Hitchcock","TX","Texas","48167","Galveston","29.2945","-95.0250","7900","7900","50","polygon","True","America/Chicago","77510 77563","1840020971"
"Saratoga","Saratoga","TX","Texas","48199","Hardin","30.2841","-94.5294","","","110.6","point","False","America/Chicago","77585","1840036332"
"Wellman","Wellman","TX","Texas","48445","Terry","33.0470","-102.4274","206","206","234","polygon","True","America/Chicago","79378","1840022030"
"El Cenizo Colonia","El Cenizo Colonia","TX","Texas","48427","Starr","26.4105","-98.9161","","","636.7","polygon","False","America/Chicago","78582","1840037126"
"Plainview","Plainview","TX","Texas","48189","Hale","34.1909","-101.7234","24150.0","20767","581","polygon","True","America/Chicago","79072 79073","1840020538"
"Double Bayou","Double Bayou","TX","Texas","48071","Chambers","29.6927","-94.6291","","","14.7","point","False","America/Chicago","77514","1840036684"
"Sandia","Sandia","TX","Texas","48249","Jim Wells","28.0198","-97.8704","","","309.1","polygon","False","America/Chicago","78383","1840019713"
"Elmo","Elmo","TX","Texas","48257","Kaufman","32.7315","-96.1590","","","330.1","polygon","False","America/Chicago","75161","1840025893"
"Belmont","Belmont","TX","Texas","48177","Gonzales","29.5233","-97.6839","","","3.3","point","False","America/Chicago","78629","1840036171"
"Augustus","Augustus","TX","Texas","48169","Garza","33.1307","-101.2996","","","0.0","point","False","America/Chicago","79356","1840032766"
"Troy","Troy","TX","Texas","48027","Bell","31.2000","-97.3019","1979","1979","164","polygon","True","America/Chicago","76579","1840022155"
"London","London","TX","Texas","48267","Kimble","30.6768","-99.5765","","","48.3","point","False","America/Chicago","76854","1840036490"
"Corral City","Corral City","TX","Texas","48121","Denton","33.0985","-97.2304","45","45","113","polygon","True","America/Chicago","76226","1840022991"
"Sharp","Sharp","TX","Texas","48331","Milam","30.7513","-97.1561","","","11.9","point","False","America/Chicago","76518","1840036572"
"Laguna Park","Laguna Park","TX","Texas","48035","Bosque","31.8643","-97.3862","","","193.7","polygon","False","America/Chicago","76634 76644","1840025924"
"El Cenizo","El Cenizo","TX","Texas","48479","Webb","27.3318","-99.5028","3220","3220","2412","polygon","True","America/Matamoros","78046","1840021000"
"Perry","Perry","TX","Texas","48145","Falls","31.4180","-96.9153","","","16.1","point","False","America/Chicago","76682","1840036542"
"Arcade","Arcade","TX","Texas","48135","Ector","31.8029","-102.4460","","","19.2","point","False","America/Chicago","79763","1840036662"
"West","West","TX","Texas","48309","McLennan","31.8032","-97.0942","2937.0","2966","689","polygon","True","America/Chicago","76691","1840022141"
"Colorado City","Colorado City","TX","Texas","48335","Mitchell","32.3995","-100.8582","5657.0","3943","285","polygon","True","America/Chicago","79512","1840019472"
"Jolly","Jolly","TX","Texas","48077","Clay","33.8827","-98.3475","166","166","65","polygon","True","America/Chicago","76310 76305","1840019283"
"Mart","Mart","TX","Texas","48309","McLennan","31.5421","-96.8299","1914","1914","560","polygon","True","America/Chicago","76664","1840020815"
"Rancho Banquete","Rancho Banquete","TX","Texas","48355","Nueces","27.8094","-97.8455","","","74.4","polygon","False","America/Chicago","78380","1840037072"
"Alfred","Alfred","TX","Texas","48249","Jim Wells","27.8742","-97.9799","","","63.6","polygon","False","America/Chicago","78332","1840025163"
"Baytown","Baytown","TX","Texas","48201","Harris","29.7607","-94.9628","76804","76804","769","polygon","True","America/Chicago","77520 77521 77522","1840019616"
"Hearne","Hearne","TX","Texas","48395","Robertson","30.8770","-96.5956","4407.0","4523","423","polygon","True","America/Chicago","77859","1840020850"
"Lake Tanglewood","Lake Tanglewood","TX","Texas","48381","Randall","35.0570","-101.7817","878","878","301","polygon","True","America/Chicago","79118 79015","1840037025"
"Rollingwood","Rollingwood","TX","Texas","48453","Travis","30.2736","-97.7867","1560","1560","862","polygon","True","America/Chicago","78746","1840020889"
"Chillicothe","Chillicothe","TX","Texas","48197","Hardeman","34.2560","-99.5144","686","686","259","polygon","True","America/Chicago","79225","1840019257"
"Douglass","Douglass","TX","Texas","48347","Nacogdoches","31.6680","-94.8808","","","19.6","point","False","America/Chicago","75943","1840036426"
"Ruidosa","Ruidosa","TX","Texas","48377","Presidio","29.9829","-104.6794","","","1.5","point","False","America/Ojinaga","79845","1840036758"
"Pledger","Pledger","TX","Texas","48321","Matagorda","29.1825","-95.9086","","","13.5","point","False","America/Chicago","77468","1840036547"
"Zephyr","Zephyr","TX","Texas","48049","Brown","31.6760","-98.7948","","","133.6","point","False","America/Chicago","76890","1840036357"
"Woodrow","Woodrow","TX","Texas","48303","Lubbock","33.4468","-101.8441","","","129.6","point","False","America/Chicago","79423","1840036617"
"Lissie","Lissie","TX","Texas","48481","Wharton","29.5561","-96.2252","","","108.3","point","False","America/Chicago","77454","1840036271"
"Waka","Waka","TX","Texas","48357","Ochiltree","36.2817","-101.0477","","","70.6","point","False","America/Chicago","79093","1840023104"
"North Richland Hills","North Richland Hills","TX","Texas","48439","Tarrant","32.8605","-97.2180","70441","70441","1500","polygon","True","America/Chicago","76180 76182 76185","1840020703"
"Eagle Pass","Eagle Pass","TX","Texas","48323","Maverick","28.7118","-100.4832","54299.0","28945","1163","polygon","True","America/Matamoros","78852","1840019690"
"Black","Black","TX","Texas","48369","Parmer","34.6826","-102.6094","","","1.2","point","False","America/Chicago","79035","1840036802"
"Tulsita","Tulsita","TX","Texas","48025","Bee","28.6422","-97.8180","","","1.2","polygon","False","America/Chicago","78119","1840019696"
"Chisholm","Chisholm","TX","Texas","48397","Rockwall","32.8382","-96.3716","","","35.5","point","False","America/Chicago","75032","1840037009"
"Kitalou","Kitalou","TX","Texas","48303","Lubbock","33.6548","-101.7271","","","78.2","point","False","America/Chicago","79403","1840036886"
"Sonora","Sonora","TX","Texas","48435","Sutton","30.5708","-100.6440","3062.0","2766","520","polygon","True","America/Chicago","76950","1840022172"
"Orchard","Orchard","TX","Texas","48157","Fort Bend","29.6002","-95.9694","398","398","402","polygon","True","America/Chicago","77441 77485 77464","1840020952"
"Giddings","Giddings","TX","Texas","48287","Lee","30.1833","-96.9289","5261.0","5106","385","polygon","True","America/Chicago","78942","1840020895"
"Seabrook","Seabrook","TX","Texas","48201","Harris","29.5751","-95.0236","13693","13693","992","polygon","True","America/Chicago","77586","1840022197"
"Indian Hills","Indian Hills","TX","Texas","48215","Hidalgo","26.2124","-97.9165","","","1083.7","polygon","False","America/Chicago","78570","1840037050"
"Jamaica Beach","Jamaica Beach","TX","Texas","48167","Galveston","29.1905","-94.9801","1075","1075","720","polygon","True","America/Chicago","77554","1840019665"
"Clear Lake Shores","Clear Lake Shores","TX","Texas","48167","Galveston","29.5457","-95.0328","1208","1208","1066","polygon","True","America/Chicago","77565","1840019663"
"Olin","Olin","TX","Texas","48193","Hamilton","31.8774","-98.1070","","","6.3","point","False","America/Chicago","76457","1840036737"
"Gardendale","Gardendale","TX","Texas","48135","Ector","32.0105","-102.3587","","","137.4","polygon","False","America/Chicago","79758","1840018145"
"New Caney","New Caney","TX","Texas","48339","Montgomery","30.1552","-95.2113","","","244.7","point","False","America/Chicago","77357","1840036298"
"Leigh","Leigh","TX","Texas","48203","Harrison","32.6046","-94.1316","","","16.8","point","False","America/Chicago","75661","1840036266"
"Radium","Radium","TX","Texas","48253","Jones","32.8293","-99.9954","","","0.5","point","False","America/Chicago","79501","1840032703"
"Thelma","Thelma","TX","Texas","48029","Bexar","29.2141","-98.5017","","","157.9","point","False","America/Chicago","78221","1840036945"
"Celina","Celina","TX","Texas","48085","Collin","33.3201","-96.7854","9836","9836","275","polygon","True","America/Chicago","75009 75078","1840019395"
"Refugio","Refugio","TX","Texas","48391","Refugio","28.3073","-97.2750","2846.0","2834","695","polygon","True","America/Chicago","78377","1840022248"
"Amherst","Amherst","TX","Texas","48279","Lamb","34.0120","-102.4148","682","682","287","polygon","True","America/Chicago","79312","1840019274"
"Holiday Lakes","Holiday Lakes","TX","Texas","48039","Brazoria","29.2083","-95.5146","1208","1208","529","polygon","True","America/Chicago","77515","1840022239"
"Cedar Lake","Cedar Lake","TX","Texas","48321","Matagorda","28.9011","-95.6369","","","2.2","point","False","America/Chicago","77414","1840023229"
"Fort Chadbourne","Fort Chadbourne","TX","Texas","48081","Coke","32.0007","-100.2895","","","2.3","point","False","America/Chicago","79506","1840036698"
"Satsuma","Satsuma","TX","Texas","48201","Harris","29.9033","-95.6033","","","339.3","point","False","America/Chicago","77065","1840036932"
"Quail Creek","Quail Creek","TX","Texas","48469","Victoria","28.7773","-97.0848","","","261.5","polygon","False","America/Chicago","77905","1840026048"
"Lajitas","Lajitas","TX","Texas","48043","Brewster","29.2616","-103.7766","","","0.3","point","False","America/Ojinaga","79852","1840031980"
"Ady","Ady","TX","Texas","48375","Potter","35.4856","-102.1324","","","6.6","point","False","America/Chicago","79010","1840036785"
"Cross Plains","Cross Plains","TX","Texas","48059","Callahan","32.1271","-99.1658","983","983","316","polygon","True","America/Chicago","76443","1840022098"
"North Cowden","North Cowden","TX","Texas","48135","Ector","32.0046","-102.5129","","","0.0","point","False","America/Chicago","79741","1840032690"
"Garciasville","Garciasville","TX","Texas","48427","Starr","26.3198","-98.6995","","","436.6","polygon","False","America/Chicago","78582","1840025176"
"Bridge City","Bridge City","TX","Texas","48361","Orange","30.0298","-93.8406","8162","8162","489","polygon","True","America/Chicago","77611 77630","1840019609"
"Lockett","Lockett","TX","Texas","48487","Wilbarger","34.0812","-99.3779","","","5.7","point","False","America/Chicago","76384","1840036489"
"Hargill","Hargill","TX","Texas","48215","Hidalgo","26.4423","-98.0146","","","769.8","polygon","False","America/Chicago","78549","1840026062"
"Wheeler","Wheeler","TX","Texas","48483","Wheeler","35.4411","-100.2752","1573","1573","396","polygon","True","America/Chicago","79096","1840021759"
"Cibolo","Cibolo","TX","Texas","48187","Guadalupe","29.5649","-98.2131","29249","29249","606","polygon","True","America/Chicago","78108","1840019639"
"Gladewater","Gladewater","TX","Texas","48183","Gregg","32.5435","-94.9452","6408","6408","213","polygon","True","America/Chicago","75647","1840020745"
"Santa Cruz","Santa Cruz","TX","Texas","48427","Starr","26.3537","-98.7676","","","592.6","polygon","False","America/Chicago","78582","1840019726"
"Sunnyside","Sunnyside","TX","Texas","48069","Castro","34.3479","-102.3035","","","21.7","point","False","America/Chicago","79027","1840036942"
"Bartlett","Bartlett","TX","Texas","48491","Williamson","30.7951","-97.4325","4536.0","2776","865","polygon","True","America/Chicago","76511","1840019555"
"Combes","Combes","TX","Texas","48061","Cameron","26.2439","-97.7253","3067","3067","389","polygon","True","America/Chicago","78550 78552 78535","1840023166"
"Porter Heights","Porter Heights","TX","Texas","48339","Montgomery","30.1501","-95.3217","","","271.6","polygon","False","America/Chicago","77365","1840019584"
"Hawk Cove","Hawk Cove","TX","Texas","48231","Hunt","32.8839","-96.0833","535","535","561","polygon","True","America/Chicago","75474","1840020650"
"Comfort","Comfort","TX","Texas","48259","Kendall","29.9714","-98.9040","","","744.4","polygon","False","America/Chicago","78013","1840018257"
"Las Lomas","Las Lomas","TX","Texas","48427","Starr","26.3638","-98.7747","","","1622.0","polygon","False","America/Chicago","78582","1840018318"
"Lindale","Lindale","TX","Texas","48423","Smith","32.4934","-95.4069","12614.0","6066","379","polygon","True","America/Chicago","75706 75771","1840022078"
"Big Wells","Big Wells","TX","Texas","48127","Dimmit","28.5698","-99.5702","720","720","502","polygon","True","America/Chicago","78830","1840019701"
"Capps Switch","Capps Switch","TX","Texas","48341","Moore","36.0378","-101.6427","","","0.5","point","False","America/Chicago","79086","1840032551"
"Balch Springs","Balch Springs","TX","Texas","48113","Dallas","32.7194","-96.6150","25357","25357","1085","polygon","True","America/Chicago","75180 75181","1840019435"
"Tunis","Tunis","TX","Texas","48051","Burleson","30.5449","-96.5272","","","35.1","point","False","America/Chicago","77836","1840036598"
"McGregor","McGregor","TX","Texas","48309","McLennan","31.4187","-97.4283","5022.0","5118","90","polygon","True","America/Chicago","76657","1840020816"
"Lake Creek","Lake Creek","TX","Texas","48119","Delta","33.4473","-95.5880","","","5.4","point","False","America/Chicago","75450","1840022586"
"Morgans Point Resort","Morgans Point Resort","TX","Texas","48027","Bell","31.1518","-97.4581","4465","4465","615","polygon","True","America/Chicago","76513 76503","1840037019"
"Bushland","Bushland","TX","Texas","48375","Potter","35.1920","-102.0646","","","24.5","point","False","America/Chicago","79012","1840036389"
"Pecan Acres","Pecan Acres","TX","Texas","48439","Tarrant","32.9703","-97.4727","","","1.7","polygon","False","America/Chicago","76071 76179","1840019420"
"Powderly","Powderly","TX","Texas","48277","Lamar","33.8091","-95.5049","","","110.3","polygon","False","America/Chicago","75473","1840025872"
"Strawn","Strawn","TX","Texas","48363","Palo Pinto","32.5509","-98.4979","654","654","324","polygon","True","America/Chicago","76475","1840022039"
"North Pearsall","North Pearsall","TX","Texas","48163","Frio","28.9227","-99.0944","","","366.3","polygon","False","America/Chicago","78061","1840019686"
"Abell","Abell","TX","Texas","48065","Carson","35.3934","-101.4588","","","1.1","point","False","America/Chicago","79068","1840036642"
"Devers","Devers","TX","Texas","48291","Liberty","30.0287","-94.5860","497","497","103","polygon","True","America/Chicago","77538","1840019601"
"Berea","Berea","TX","Texas","48315","Marion","32.8062","-94.4021","","","55.9","point","False","America/Chicago","75657","1840036174"
"Vigo Park","Vigo Park","TX","Texas","48437","Swisher","34.6526","-101.4960","","","10.6","point","False","America/Chicago","79088","1840037005"
"Cushing","Cushing","TX","Texas","48347","Nacogdoches","31.8126","-94.8411","612","612","172","polygon","True","America/Chicago","75760","1840019535"
"Leesville","Leesville","TX","Texas","48177","Gonzales","29.4069","-97.7450","","","31.0","point","False","America/Chicago","78122","1840036265"
"Lancaster","Lancaster","TX","Texas","48113","Dallas","32.5922","-96.7737","39386","39386","457","polygon","True","America/Chicago","75146 75134","1840020714"
"Streetman","Streetman","TX","Texas","48161","Freestone","31.8788","-96.3307","243","243","66","polygon","True","America/Chicago","76681 75859","1840023108"
"Louise","Louise","TX","Texas","48481","Wharton","29.1119","-96.4123","","","322.8","polygon","False","America/Chicago","77455","1840018270"
"Clifton","Clifton","TX","Texas","48035","Bosque","31.7822","-97.5824","3375.0","3397","641","polygon","True","America/Chicago","76634","1840019512"
"Lake Brownwood","Lake Brownwood","TX","Texas","48049","Brown","31.8177","-99.1045","","","41.5","polygon","False","America/Chicago","76801","1840018146"
"Shoreacres","Shoreacres","TX","Texas","48201","Harris","29.6204","-95.0188","1608","1608","682","polygon","True","America/Chicago","77571","1840022198"
"Estes","Estes","TX","Texas","48007","Aransas","27.9639","-97.1003","","","82.6","point","False","America/Chicago","78336","1840036693"
"Gatesville","Gatesville","TX","Texas","48099","Coryell","31.4419","-97.7351","12039.0","12387","551","polygon","True","America/Chicago","76528 76596 76598 76599","1840020825"
"Pearsall","Pearsall","TX","Texas","48163","Frio","28.8884","-99.0987","10700.0","10345","673","polygon","True","America/Chicago","78061","1840020992"
"Oyster Creek","Oyster Creek","TX","Texas","48039","Brazoria","28.9979","-95.3281","1156","1156","234","polygon","True","America/Chicago","77541","1840020978"
"Garland","Garland","TX","Texas","48113","Dallas","32.9100","-96.6305","238002","238002","1611","polygon","True","America/Chicago","75041 75040 75043 75042 75044 75046 75047 75049","1840020707"
"Gilmer","Gilmer","TX","Texas","48459","Upshur","32.7317","-94.9460","5261.0","5184","528","polygon","True","America/Chicago","75645 75644","1840020731"
"Taylor Lake Village","Taylor Lake Village","TX","Texas","48201","Harris","29.5764","-95.0562","3635","3635","1249","polygon","True","America/Chicago","77586","1840022202"
"Watson","Watson","TX","Texas","48053","Burnet","30.9343","-98.0145","","","33.4","point","False","America/Chicago","76550","1840036958"
"Saint Paul","Saint Paul","TX","Texas","48085","Collin","33.0442","-96.5499","1077","1077","272","polygon","True","America/Chicago","75098","1840022020"
"Panhandle","Panhandle","TX","Texas","48065","Carson","35.3460","-101.3804","2350","2350","427","polygon","True","America/Chicago","79068","1840022745"
"Ross","Ross","TX","Texas","48309","McLennan","31.7281","-97.1123","280","280","61","polygon","True","America/Chicago","76691 76640","1840020814"
"Quitman","Quitman","TX","Texas","48499","Wood","32.7951","-95.4443","2525.0","1824","375","polygon","True","America/Chicago","75783","1840020686"
"Pattonville","Pattonville","TX","Texas","48277","Lamar","33.5793","-95.3922","","","49.0","point","False","America/Chicago","75468","1840036539"
"Maysfield","Maysfield","TX","Texas","48331","Milam","30.8971","-96.8511","","","13.0","point","False","America/Chicago","76520","1840036503"
"Robstown","Robstown","TX","Texas","48355","Nueces","27.7886","-97.6685","11885.0","11385","283","polygon","True","America/Chicago","78380","1840021010"
"Omaha","Omaha","TX","Texas","48343","Morris","33.1820","-94.7402","986","986","262","polygon","True","America/Chicago","75571","1840020677"
"Iowa Colony","Iowa Colony","TX","Texas","48039","Brazoria","29.4407","-95.4169","1380","1380","74","polygon","True","America/Chicago","77583","1840023162"
"Roscoe","Roscoe","TX","Texas","48353","Nolan","32.4419","-100.5322","1293","1293","154","polygon","True","America/Chicago","79545","1840020763"
"Sunset Acres Colonia","Sunset Acres Colonia","TX","Texas","48479","Webb","27.7942","-99.4566","","","38.0","polygon","False","America/Chicago","78045","1840037115"
"Yorktown","Yorktown","TX","Texas","48123","DeWitt","28.9829","-97.5050","2080","2080","464","polygon","True","America/Chicago","78164","1840022243"
"McCaulley","McCaulley","TX","Texas","48151","Fisher","32.7821","-100.2040","","","69.8","point","False","America/Chicago","79534","1840036283"
"Stephenville","Stephenville","TX","Texas","48143","Erath","32.2148","-98.2205","20400.0","20797","675","polygon","True","America/Chicago","76401 76402","1840022097"
"Weldon","Weldon","TX","Texas","48225","Houston","31.0216","-95.5713","","","38.6","point","False","America/Chicago","75851","1840036609"
"Christoval","Christoval","TX","Texas","48451","Tom Green","31.1976","-100.4933","","","363.8","polygon","False","America/Chicago","76935","1840018174"
"New Berlin","New Berlin","TX","Texas","48187","Guadalupe","29.4722","-98.1067","543","543","43","polygon","True","America/Chicago","78121 78155","1840020945"
"Bleakwood","Bleakwood","TX","Texas","48351","Newton","30.6924","-93.8224","","","13.3","point","False","America/Chicago","75966","1840036376"
"Enloe","Enloe","TX","Texas","48119","Delta","33.4329","-95.6575","","","20.1","point","False","America/Chicago","75441","1840036434"
"Yancey","Yancey","TX","Texas","48325","Medina","29.1394","-99.1450","","","63.0","point","False","America/Chicago","78886","1840023159"
"Wake Village","Wake Village","TX","Texas","48037","Bowie","33.4240","-94.1188","5425","5425","904","polygon","True","America/Chicago","75501","1840021988"
"Twitty","Twitty","TX","Texas","48483","Wheeler","35.3139","-100.2362","","","3.0","point","False","America/Chicago","79079","1840036599"
"Langtry","Langtry","TX","Texas","48465","Val Verde","29.8085","-101.5587","","","2.9","point","False","America/Chicago","78871","1840036647"
"Cleo","Cleo","TX","Texas","48267","Kimble","30.6038","-99.8751","","","0.6","point","False","America/Chicago","76849","1840032817"
"Hoban","Hoban","TX","Texas","48389","Reeves","31.1943","-103.5760","","","0.0","point","False","America/Chicago","79772","1840033163"
"Melvin","Melvin","TX","Texas","48307","McCulloch","31.1995","-99.5809","168","168","139","polygon","True","America/Chicago","76858 76825","1840023128"
"Farnsworth","Farnsworth","TX","Texas","48357","Ochiltree","36.3211","-100.9663","","","25.7","point","False","America/Chicago","79033","1840036439"
"La Porte","La Porte","TX","Texas","48201","Harris","29.6690","-95.0483","35371","35371","732","polygon","True","America/Chicago","77571 77572","1840020932"
"Van","Van","TX","Texas","48467","Van Zandt","32.5242","-95.6373","2593.0","2728","352","polygon","True","America/Chicago","75790","1840022068"
"Leander","Leander","TX","Texas","48491","Williamson","30.5721","-97.8596","49234","49234","575","polygon","True","America/Chicago","78641 78646","1840020877"
"Sabinal","Sabinal","TX","Texas","48463","Uvalde","29.3214","-99.4696","1696","1696","551","polygon","True","America/Chicago","78881","1840020968"
"The Woodlands","The Woodlands","TX","Texas","48339","Montgomery","30.1738","-95.5134","","","874.8","polygon","False","America/Chicago","77384 77380 77381 77382 77389 77393","1840019585"
"Siesta Shores","Siesta Shores","TX","Texas","48505","Zapata","26.8548","-99.2605","","","767.6","polygon","False","America/Chicago","78076","1840019720"
"Vincent","Vincent","TX","Texas","48227","Howard","32.4818","-101.2257","","","1.1","point","False","America/Chicago","79511","1840036350"
"Murillo Colonia","Murillo Colonia","TX","Texas","48215","Hidalgo","26.2648","-98.1252","","","768.1","polygon","False","America/Chicago","78542","1840037125"
"Latexo","Latexo","TX","Texas","48225","Houston","31.3891","-95.4724","315","315","123","polygon","True","America/Chicago","75835","1840022589"
"Nederland","Nederland","TX","Texas","48245","Jefferson","29.9707","-94.0015","17491","17491","1140","polygon","True","America/Chicago","77627","1840020917"
"Rowlett","Rowlett","TX","Texas","48113","Dallas","32.9156","-96.5488","62868","62868","1162","polygon","True","America/Chicago","75089 75088 75030","1840020711"
"Buford","Buford","TX","Texas","48335","Mitchell","32.4615","-100.8568","","","2.4","point","False","America/Chicago","79512","1840036186"
"Harper","Harper","TX","Texas","48171","Gillespie","30.2903","-99.2459","","","9.7","polygon","False","America/Chicago","78631","1840018235"
"Riesel","Riesel","TX","Texas","48309","McLennan","31.4763","-96.9304","1024","1024","97","polygon","True","America/Chicago","76682","1840020812"
"Calliham","Calliham","TX","Texas","48311","McMullen","28.4805","-98.3503","","","2.6","point","False","America/Chicago","78007","1840036190"
"Edgecliff Village","Edgecliff Village","TX","Texas","48439","Tarrant","32.6561","-97.3406","3021","3021","978","polygon","True","America/Chicago","76134","1840022052"
"Kennedale","Kennedale","TX","Texas","48439","Tarrant","32.6434","-97.2173","8338","8338","486","polygon","True","America/Chicago","76060","1840019429"
"Del Valle","Del Valle","TX","Texas","48453","Travis","30.2108","-97.6547","","","405.4","point","False","America/Chicago","78719","1840036624"
"Angus","Angus","TX","Texas","48349","Navarro","31.9976","-96.4270","417","417","48","polygon","True","America/Chicago","75110 75109","1840019502"
"Carta Valley","Carta Valley","TX","Texas","48137","Edwards","29.7935","-100.6748","","","0.1","point","False","America/Chicago","78880","1840032569"
"DeCordova","DeCordova","TX","Texas","48221","Hood","32.4280","-97.6911","2911","2911","797","polygon","True","America/Chicago","76049","1840019463"
"Mineral Wells","Mineral Wells","TX","Texas","48363","Palo Pinto","32.8169","-98.0776","14356.0","14962","283","polygon","True","America/Chicago","76088 76067 76068","1840020689"
"Tanglewood Forest","Tanglewood Forest","TX","Texas","48453","Travis","30.1747","-97.8392","","","1857.5","point","False","America/Chicago","78748","1840037098"
"Elmdale","Elmdale","TX","Texas","48441","Taylor","32.4307","-99.6398","","","2.9","point","False","America/Chicago","79602","1840036689"
"Sebastian","Sebastian","TX","Texas","48489","Willacy","26.3454","-97.7964","","","722.3","polygon","False","America/Chicago","78594","1840019737"
"Todd Mission","Todd Mission","TX","Texas","48185","Grimes","30.2612","-95.8298","116","116","22","polygon","True","America/Chicago","77363","1840022169"
"Joshua","Joshua","TX","Texas","48251","Johnson","32.4584","-97.3850","7778","7778","337","polygon","True","America/Chicago","76058","1840019468"
"Laredo Ranchettes","Laredo Ranchettes","TX","Texas","48479","Webb","27.4911","-99.3599","","","827.2","polygon","False","America/Chicago","78043","1840037053"
"Laneville","Laneville","TX","Texas","48401","Rusk","31.9743","-94.8138","","","63.4","point","False","America/Chicago","75667","1840036264"
"La Victoria","La Victoria","TX","Texas","48427","Starr","26.3478","-98.6295","","","711.5","polygon","False","America/Chicago","78582","1840037058"
"Beaumont","Beaumont","TX","Texas","48245","Jefferson","30.0849","-94.1451","148954.0","119114","559","polygon","True","America/Chicago","77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726","1840019612"
"Hermleigh","Hermleigh","TX","Texas","48415","Scurry","32.6365","-100.7523","","","182.3","polygon","False","America/Chicago","79526","1840020928"
"Magnolia Beach","Magnolia Beach","TX","Texas","48057","Calhoun","28.5603","-96.5428","","","172.7","point","False","America/Chicago","77979","1840036497"
"Catarina","Catarina","TX","Texas","48127","Dimmit","28.3499","-99.6160","","","63.6","polygon","False","America/Chicago","78836","1840018287"
